Results for a query: "zakon"

Results found in 51.25057101249695s

Freq.        Document                                  Snippet
4            evem.gov.si.645.html                       ...meril Pravne podlage Zakon o zdravilih ( ... ( ZZdr-2 ) Zakon o lekarniški dejavnosti ... ugotavljanja teh pogojev Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
4            evem.gov.si.274.html                       ...in pogoji : Zakon o zdravstvenem varstvu ... gozdarstvo in prehrano Zakon o kmetijstvu Za ... odgovori Pravne podlage Zakon o zdravstvenem varstvu ... ( ZZVR-1 ) Zakon o kmetijstvu ( ... 
4            evem.gov.si.556.html                       ...in pogoji : Zakon o semenskem materialu ... gozdarstvo in prehrano Zakon o kmetijstvu in ... 2008.pdf Pravne podlage Zakon o semenskem materialu ... ( ZSMKR ) Zakon o kmetijstvu ( ... 
4            evem.gov.si.161.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... ( ZGos ) Zakon o prijavi prebivališča ... ( ZPPreb-1 ) Zakon o omejevanju uporabe ... ( ZOUTPI ) Zakon o omejevanju porabe ... 
4            evem.gov.si.159.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... izpolnjevati kadilnica Obrtni zakon ( ObrZ ) ... 
4            evem.gov.si.202.html                       ...pogoji : Obrtni zakon V primeru , ... razvoj in tehnologijo Zakon o graditvi objektov ... Pravne podlage Obrtni zakon ( ObrZ ) ... o obrtnem registru Zakon o graditvi objektov ... 
4            evem.gov.si.249.html                       ...C Pravne podlage Zakon o kmetijstvu ( ... ( ZKme-1 ) Zakon o veterinarstvu ( ... ( ZVet-1 ) Zakon o živinoreji ( ... ( ZŽiv ) Zakon o veterinarskih merilih ... 
4            evem.gov.si.129.html                       ...pogoji : Obrtni zakon Za dejavnosti , ... gozdarstvo in prehrano Zakon o varstvu okolja ... Pravne podlage Obrtni zakon ( ObrZ ) ... na obrtni način Zakon o varstvu okolja ... 
4            evem.gov.si.48.html                        ...obdavčen . Sankcije Zakon o gospodarskih družbah ... ZIZ Pravna podlaga Zakon o gospodarskih družbah ... o gospodarskih družbah Zakon o finančnem poslovanju ... ( ZFPPIPP ) Zakon o izvršbi in ... 
3            e-prostor.gov.si.129.html                  ...katastrskega dohodka : Zakon o ugotavljanju katastrskega ... in 73/2004 ) Zakon o ugotavljanju katastrskega ... : Predpisi : Zakon o ugotavljanju katastrskega ... 
3            podatki.gov.si.352.html                    ...2017 Ključne besede Zakon o praznikih in ... podlaga - nazivi Zakon o praznikih in ... is external ) Zakon o praznikih in ... 
3            podatki.gov.si.361.html                    ...določa 35. člen Zakon o varnosti na ... podlaga - nazivi Zakon o varnosti na ... is external ) Zakon o varnosti na ... 
3            evem.gov.si.141.html                       ...razvoj in tehnologijo Zakon o kemikalijah Pravne ... jih določa ta zakon in imeti dovoljenje ... na obrtni način Zakon o kemikalijah ( ... 
3            evem.gov.si.133.html                       ...okolje in prostor Zakon o prevozu nevarnega ... RS Pravne podlage Zakon o prevozu nevarnega ... ZPNB ) Obrtni zakon ( ObrZ ) ... 
3            evem.gov.si.360.html                       ...meril Pravne podlage Zakon o zdravilih ( ... ( ZZdr-2 ) Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
3            evem.gov.si.74.html                        ...FURS Pravna podlaga Zakon o dohodnini Zakon ... Zakon o dohodnini Zakon o pokojninskem in ... in invalidskem zavarovanju Zakon o zdravstvenem varstvu ... 
3            evem.gov.si.464.html                       ...tudi Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... 
3            evem.gov.si.168.html                       ...in pogoji : Zakon o gostinstvu Gostinsko ... ga določa ta zakon , opravljajo kot ... RS Pravne podlage Zakon o gostinstvu ( ... 
3            evem.gov.si.223.html                       ...in pogoji : Zakon o izvajanju carinskih ... blaga , posredništvo Zakon v 6. členu ... RS Pravne podlage Zakon o izvajanju carinske ... 
3            evem.gov.si.72.html                        ...ZDoh-2 ) tudi Zakon o davku od ... ki jih določa Zakon o dohodnini , ... eDavki Pravna podlaga Zakon o dohodnini ( ... 
3            evem.gov.si.599.html                       ...meril Pravne podlage Zakon o zdravilih ( ... o oglaševanju zdravil Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
3            evem.gov.si.225.html                       ...in pogoji : Zakon o občinskem redarstvu ... o občinskem redarstvu Zakon določa pogoje za ... RS Pravne podlage Zakon o občinskem redarstvu ... 
3            evem.gov.si.248.html                       ...in varstvo rastlin Zakon o zdravstvenem varstvu ... . Pravne podlage Zakon o kmetijstvu ( ... ( ZKme-1 ) Zakon o zdravstvenem varstvu ... 
3            evem.gov.si.354.html                       ...časa Pravne podlage Zakon o trgovini ( ... ( ZT-1 ) Zakon o izdelkih iz ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
3            evem.gov.si.352.html                       ...meril Pravne podlage Zakon o morskem ribištvu ... označevanju predpakiranih živil Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
3            evem.gov.si.471.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju uporabe ... mora izpolnjevati kadilnica Zakon o omejevanju porabe ... 
3            evem.gov.si.177.html                       ...razvoj in tehnologijo Zakon o graditvi objektov ... RS Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
3            evem.gov.si.612.html                       ...meril Pravne podlage Zakon o kmetijstvu ( ... ( ZKme-1 ) Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
3            evem.gov.si.642.html                       ...meril Pravne podlage Zakon o kemikalijah ( ... dobre laboratorijske prakse Zakon o meroslovju ( ... opravljanje trgovinske dejavnosti Zakon o trgovini ( ... 
3            evem.gov.si.247.html                       ...prehrano Pravne podlage Zakon o sladkovodnem ribištvu ... ( ZSRib ) Zakon o živinoreji ( ... rib za poribljavanje Zakon o vodah ( ... 
3            evem.gov.si.316.html                       ...meril Pravne podlage Zakon o trgovini ( ... ( ZT-1 ) Zakon o izdelkih iz ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
3            evem.gov.si.199.html                       ...gozdarstvo in prehrano Zakon o varstvu okolja ... Pravne podlage Obrtni zakon ( ObrZ ) ... na obrtni način Zakon o kmetijstvu ( ... 
3            evem.gov.si.449.html                       ...Pravne podlage Obrtni zakon ( ObrZ ) ... na obrtni način Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
3            evem.gov.si.187.html                       ...in pogoji : Zakon o kemikalijah Pravne ... jih določa ta zakon in imeti dovoljenje ... ) Pravne podlage Zakon o kemikalijah ( ... 
3            evem.gov.si.197.html                       ...pogoji : Stanovanjski zakon Upravnik večstanovanjske hiše ... večstanovanjska stavba- Stanovanjski zakon . Vir : ... Pravne podlage Stanovanjski zakon ( SZ-1 ) ... 
3            evem.gov.si.469.html                       ...živil Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju porabe ... ( ZOPA ) Zakon o kmetijstvu ( ... 
3            evem.gov.si.441.html                       ...in pogoji : Zakon o obrambi Aerosnemanja ... Pravne podlage Obrtni zakon ( ObrZ ) ... na obrtni način Zakon o obrambi ( ... 
3            evem.gov.si.625.html                       ...Pravne podlage Obrtni zakon ( ObrZ ) ... na obrtni način Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
3            evem.gov.si.376.html                       ...v zemljiški politiki Zakon o kmetijskih zemljiščih ... € Pravna podlaga Zakon o kmetijskih zemljiščih ... o kmetijskih zemljiščih Zakon o spremembah in ... 
3            evem.gov.si.397.html                       ...olajšave Davčne olajšave Zakon o davku od ... ZDDPO-2 ) in Zakon o dohodnini ( ... ZDoh-2 ) ter Zakon o spodbujanju skladnega ... 
3            evem.gov.si.158.html                       ...izdelkov Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o omejevanju porabe ... ( ZOPA ) Zakon o omejevanju uporabe ... 
3            evem.gov.si.346.html                       ...časa Pravne podlage Zakon o kmetijstvu ( ... ( ZKme-1 ) Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
3            evem.gov.si.331.html                       ...meril Pravne podlage Zakon o varstvu okolja ... Uredba o odpadkih Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
3            evem.gov.si.584.html                       ...meril Pravne podlage Zakon o fitofarmacevtskih sredstvih ... prometu fitofarmacevtskih sredstev Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
3            evem.gov.si.484.html                       ...in pogoji : Zakon o gostinstvu Gostinsko ... ga določa ta zakon , opravljajo kot ... RS Pravne podlage Zakon o gostinstvu ( ... 
3            evem.gov.si.337.html                       ...meril Pravne podlage Zakon o trgovini ( ... ( ZT-1 ) Zakon o izdelkih iz ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
3            evem.gov.si.462.html                       ...in pogoji : Zakon o medicinskih pripomočkih ... odgovori Pravne podlage Zakon o medicinskih pripomočkih ... ZMedPri ) Obrtni zakon ( ObrZ ) ... 
3            evem.gov.si.387.html                       ...gospodarskih družb ureja Zakon o gospodarskih družbah ... pravnih oseb pa Zakon o finančnem poslovanju ... gov.si Pravna podlaga Zakon o gospodarskih družbah ... 
3            evem.gov.si.657.html                       ..., za katere Zakon o izvršbi in ... gov.si Pravna podlaga Zakon o izvršbi in ... ( ZIZ ) Zakon o finančnem poslovanju ... 
3            evem.gov.si.499.html                       ...in pogoji : Zakon o kemikalijah Pravne ... jih določa ta zakon in imeti dovoljenje ... ) Pravne podlage Zakon o kemikalijah ( ... 
2            e-prostor.gov.si.54.html                   ...SLOJ KRIŽIŠČ . Zakon o urejanju prostora/ZUreP-1/ ... 58/2003 ZZK-1 in Zakon o prostorskem načrtovanju ... 
2            e-prostor.gov.si.112.html                  ...v kataster stavb Zakon o evidentiranju nepremičnin ... katastra stavb dajeta Zakon o evidentiranju nepremičnin ... 
2            e-prostor.gov.si.113.html                  ...prostorskih enot : Zakon o evidentiranju nepremičnin ... . ) , Zakon o določanju območij ... 
2            e-uprava.gov.si.59.html                    .... Pravna podlaga Zakon o starševskem varstvu ... ( ZSDP ) Zakon o uveljavljanju pravic ... 
2            podatki.gov.si.211.html                    ...podlaga - nazivi Zakon o finančni upravi ... is external ) Zakon o dohodnini ( ... 
2            podatki.gov.si.210.html                    ...is external ) Zakon o izvrševanju proračunov ... is external ) Zakon o javnih financah ... 
2            podatki.gov.si.462.html                    ...podlaga - nazivi Zakon o Banki Slovenije ... is external ) Zakon o državni statistiki ... 
2            podatki.gov.si.551.html                    ...nameni , če zakon ne določa drugače ... določa oziroma dovoljuje zakon ali je za ... 
2            podatki.gov.si.465.html                    ...podlaga - nazivi Zakon o Banki Slovenije ... is external ) Zakon o državni statistiki ... 
2            podatki.gov.si.511.html                    ...za katere velja Zakon o sistemu plač ... kot jo določa Zakon o sistemu plač ... 
2            podatki.gov.si.216.html                    ...podlaga - nazivi Zakon o Banki Slovenije ... is external ) Zakon o državni statistiki ... 
2            podatki.gov.si.423.html                    ...brez SOP številke Zakon o zdravilih Pravna ... podlaga - nazivi Zakon o zdravilih ( ... 
2            evem.gov.si.308.html                       ...izdelkov Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.526.html                       ...in pogoji : Zakon o varstvu pred ... RS Pravne podlage Zakon o varstvu pred ... 
2            evem.gov.si.324.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.349.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.259.html                       ...in pogoji : Zakon o rudarstvu Rudarska ... ) Pravne podlage Zakon o rudarstvu ( ... 
2            evem.gov.si.614.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.333.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.611.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.209.html                       ...Odvetnik Pravne podlage Zakon o odvetništvu ( ... službenega oblačila odvetnika Zakon o pravniškem državnem ... 
2            evem.gov.si.621.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.220.html                       ...in pogoji : Zakon o plovbi po ... RS Pravne podlage Zakon o plovbi po ... 
2            evem.gov.si.332.html                       .... Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.452.html                       ...pogoji : Obrtni zakon V primeru , ... Pravne podlage Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.638.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.84.html                        ...Pomembno je tudi Zakon o tujcih ( ... , ZTuj-2 ) Zakon o zaposlovanju , ... 
2            evem.gov.si.91.html                        .... Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.206.html                       ...naprave Pravne podlage Zakon o varnosti na ... ( ZVSmuč-1 ) Zakon o žičniških napravah ... 
2            evem.gov.si.353.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.615.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.203.html                       ...infrastrukture Pravne podlage Zakon o elektronskih komunikacijah ... ZEKom-1 ) Gradbeni zakon Pravilnik o enostavnih ... 
2            evem.gov.si.480.html                       ...in pogoji : Zakon o gostinstvu Sobodajalec ... RS Pravne podlage Zakon o gostinstvu ( ... 
2            evem.gov.si.295.html                       ...voda Pravne podlage Zakon o kmetijstvu ( ... in namizni vodi Zakon o vodah ( ... 
2            evem.gov.si.323.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.327.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.170.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.355.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.135.html                       ...pogoji : Obrtni zakon V primeru , ... Pravne podlage Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.184.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.284.html                       ...poročanje Pravne podlage Zakon o sladkovodnem ribištvu ... ( ZSRib ) Zakon o vodah ( ... 
2            evem.gov.si.278.html                       ...in pogoji : Zakon o semenskem materialu ... ) Pravne podlage Zakon o semenskem materialu ... 
2            evem.gov.si.618.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.347.html                       ...izdelkov Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.258.html                       ...in pogoji : Zakon o semenskem materialu ... ) Pravne podlage Zakon o semenskem materialu ... 
2            evem.gov.si.182.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... obrtnih dejavnostih Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.99.html                        ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... obrtnih dejavnostih Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.8.html                         ...) Pravna podlaga Zakon o finančni upravi ... vzdrževanju davčnega registra Zakon o davčnem postopku ... 
2            evem.gov.si.156.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.630.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.577.html                       ...in pogoji : Zakon o veterinarstvu Veterinarske ... RS Pravne podlage Zakon o veterinarstvu ( ... 
2            evem.gov.si.336.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.208.html                       ...meril Pravne podlage Zakon o prevozih v ... ZPCP-2 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.622.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.494.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.629.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.93.html                        ...obrtnih dejavnostih Obrtni zakon ( ObrZ ) ... ( ObrZ ) Zakon o graditvi objektov ... 
2            evem.gov.si.71.html                        ...FURS Pravna podlaga Zakon o davku na ... na dodano vrednost Zakon o davčnem postopku ... 
2            evem.gov.si.228.html                       ...in pogoji : Zakon o letalstvu Dejavnost ... RS Pravne podlage Zakon o letalstvu ( ... 
2            evem.gov.si.43.html                        ...Pravna podlaga Gradbeni zakon Stanovanjski zakon Pomoč ... Gradbeni zakon Stanovanjski zakon Pomoč & Podpora ... 
2            evem.gov.si.328.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.659.html                       ...gospodarskih družbah . Zakon o gospodarskih družbah ... čeprav za slednjo zakon vsebuje nekaj posebnih ... 
2            evem.gov.si.515.html                       ...nadzor Pravne podlage Zakon o zasebnem varovanju ... ( ZZasV-1 ) Zakon o javnih zbiranjih ... 
2            evem.gov.si.252.html                       ...in pogoji : Zakon o divjadi in ... ) Pravne podlage Zakon o divjadi in ... 
2            evem.gov.si.126.html                       ...in prehrano Obrtni zakon V primeru , ... na kmetiji Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.405.html                       ...kadrov Pravna podlaga Zakon o delovnih razmerjih ... ( ZDR-1 ) Zakon o spremembah in ... 
2            evem.gov.si.518.html                       ...in če drug zakon ali uredba določa ... tolmač Pravne podlage Zakon o sodiščih ( ... 
2            evem.gov.si.470.html                       ...živil Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o kmetijstvu ( ... 
2            evem.gov.si.640.html                       ...preverjanja Pravne podlage Zakon o trgovini ( ... ( ZT-1 ) Zakon o izdelkih iz ... 
2            evem.gov.si.265.html                       ...gozdarstvo in prehrano Zakon o kmetijstvu , ... dejavnostih na kmetiji Zakon o kmetijstvu ( ... 
2            evem.gov.si.320.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.185.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.603.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.510.html                       ...in pogoji : Zakon o poštnih storitvah ... RS Pravne podlage Zakon o poštnih storitvah ... 
2            evem.gov.si.310.html                       ...izdelkov Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.601.html                       ...izdelkov Pravne podlage Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
2            evem.gov.si.343.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.569.html                       ...in pogoji : Zakon o sladkovodnem ribištvu ... ) Pravne podlage Zakon o sladkovodnem ribištvu ... 
2            evem.gov.si.416.html                       ...obrtnih dejavnostih Obrtni zakon ( ObrZ ) ... ( ObrZ ) Zakon o graditvi objektov ... 
2            evem.gov.si.623.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.344.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.356.html                       ...prodaji ribiških proizvodov Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
2            evem.gov.si.345.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.280.html                       ...in pogoji : Zakon o gozdovih Za ... odgovori Pravne podlage Zakon o gozdovih ( ... 
2            evem.gov.si.261.html                       ...in pogoji : Zakon o rudarstvu Rudarska ... ) Pravne podlage Zakon o rudarstvu ( ... 
2            evem.gov.si.350.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.341.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.160.html                       ...živil Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o kmetijstvu ( ... 
2            evem.gov.si.616.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.521.html                       ...in pogoji : Zakon o zdravstvenem varstvu ... RS Pravne podlage Zakon o zdravstvenem varstvu ... 
2            evem.gov.si.68.html                        ...pravic Pravna podlaga Zakon o Poslovnem registru ... podporo poslovnim subjektom Zakon o podpornem okolju ... 
2            evem.gov.si.325.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.339.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.230.html                       .... Pravne podlage Zakon o železniškem prometu ... o železniškem prometu Zakon o varnosti v ... 
2            evem.gov.si.613.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.232.html                       ...prometu Pravne podlage Zakon o morskem ribištvu ... prodaji ribiških proizvodov Zakon o prevozih v ... 
2            evem.gov.si.555.html                       ...in pogoji : Zakon o kmetijstvu in ... 2008.pdf Pravne podlage Zakon o kmetijstvu ( ... 
2            evem.gov.si.305.html                       ...izdelkov Pravne podlage Zakon o trgovini ( ... ( ZT-1 ) Zakon o meroslovju ( ... 
2            evem.gov.si.78.html                        ...dopolnilno delo Novi Zakon o preprečevanju dela ... vrednotnica ) . Zakon in pravilnik delita ... 
2            evem.gov.si.620.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.609.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.493.html                       ...Pravne podlage Obrtni zakon ( ObrZ ) ... o obrtnih dejavnostih Zakon o graditvi objektov ... 
2            evem.gov.si.321.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.608.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.626.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.635.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.487.html                       ...objekte Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.525.html                       ...in pogoji : Zakon o plovbi po ... RS Pravne podlage Zakon o plovbi po ... 
2            evem.gov.si.23.html                        ...Spremembo prinaša spremenjen Zakon o davčnem postopku ... . Pravna podlaga Zakon o gospodarskih družbah ... 
2            evem.gov.si.342.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.490.html                       ...Pravne podlage Obrtni zakon ( ObrZ ) ... o obrtnih dejavnostih Zakon o graditvi objektov ... 
2            evem.gov.si.260.html                       ...in pogoji : Zakon o kmetijstvu in ... prehrano Pravne podlage Zakon o kmetijstvu ( ... 
2            evem.gov.si.632.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.351.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.511.html                       ...zbiranj Pravne podlage Zakon o zasebnem varovanju ... ( ZZasV-1 ) Zakon o javnih zbiranjih ... 
2            evem.gov.si.340.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.196.html                       ...cest Pravne podlage Zakon o gozdovih ( ... del v gozdovih Zakon o graditvi objektov ... 
2            evem.gov.si.496.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.473.html                       ...živil Pravne podlage Zakon o gostinstvu ( ... opravlja gostinska dejavnost Zakon o kmetijstvu ( ... 
2            evem.gov.si.624.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.326.html                       ...izdelkov Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.109.html                       ...Pravne podlage Obrtni zakon ( ObrZ ) ... o obrtnih dejavnostih Zakon o graditvi objektov ... 
2            evem.gov.si.628.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.180.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.179.html                       ...Pravne podlage Obrtni zakon ( ObrZ ) ... o obrtnih dejavnostih Zakon o graditvi objektov ... 
2            evem.gov.si.9.html                         ...ki jih določa zakon . Poslovni enoti ... ki jih določa Zakon o davku od ... 
2            evem.gov.si.151.html                       ...gradbeništvu Pravne podlage Zakon o graditvi objektov ... ZGO-1 ) Obrtni zakon ( ObrZ ) ... 
2            evem.gov.si.641.html                       ...časa Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
2            evem.gov.si.322.html                       ...meril Pravne podlage Zakon o trgovini ( ... opravljanje trgovinske dejavnosti Zakon o meroslovju ( ... 
